gPlusPlaceId,name,price,lat,lon,city,address,Grid,category
102616776102902935364,Slick Willies,,51.499293,-0.183848,London,"12 Gloucester Rd, London SW7 4RB, United Kingdom",L115,Retail
115103796648240902964,Jack Wills - Marylebone,3.0,51.519788,-0.151612,London,"26 Marylebone High St, London W1U 4PJ, United Kingdom",L195,Restaurant
102170343252511587976,Olivier Laudus Design,,51.516031,-0.150364,London,"63 Wigmore St, London W1U 1PX, United Kingdom",L195,Retail
100654477062162013758,Pepe's Piri Piri,,51.480345,-0.197406,London,"607 Fulham Rd, London SW6 5UA, United Kingdom",L38,Other
104924771039554074788,Jamaica Wine House - Shepherd Neame,,51.512946,-0.085638,London,"London EC3V 9DS, United Kingdom",L183,Bar
114036554467027006284,Cuttingcrew Hair Salon,,51.49196,-0.138727,London,"20 Churton St, London SW1V 2LL, United Kingdom",L101,Bar
101728919955323089080,Blessings,,51.519074,-0.074118,London,"76 Commercial St, London E1 6DE, United Kingdom",L203,Bar
101653454298680044767,Doctor Today Private Medical Centre,,51.549932,-0.181955,London,"182 Finchley Rd, London NW3 6BP, United Kingdom",L325,Health
113640119699788410571,Peckham Refreshment Rooms,,51.469732,-0.069046,London,"Unit 4, 12-16 Blenheim Grove, London SE15 4QL, United Kingdom",L14,Restaurant
108716649317066095402,Top of the Town,,51.511797,-0.130864,London,"37-38 Gerrard St, London Chinatown, London W1D 5QB, United Kingdom",L178,Restaurant
106803686462759143142,Pavilion End,,51.51297,-0.094017,London,"23 Watling St, London EC4M 9BR, United Kingdom",L182,Bar
104123995478223967817,Hypnosis in the city,,51.517391,-0.146009,London,"7 Harley St, London W1G 9QD, United Kingdom",L196,Service
114976891234951460204,Boundary Autos,,51.471381,-0.140148,London,"653 Portslade Rd, Lambeth, London SW8 3DH, United Kingdom",L6,Other
114601885560088335737,Hikari Salon,,51.537466,-0.103535,London,"9 Theberton St, London N1 0QY, United Kingdom",L276,Service
103740986006522333617,Little Angel Theatre,,51.538671,-0.101329,London,"14 Dagmar Passage, London N1 2DN, United Kingdom",L276,Cultural
106869282152716642616,Italian Gardens,,51.51077,-0.175695,London,"London, United Kingdom",L173,Outdoors
115269859596664005991,Hobgoblin,,51.474945,-0.039567,London,"272 New Cross Rd, London SE14 6AA, United Kingdom",L36,Bar
110796106747956565325,L'Occitane,,51.511473,-0.139454,London,"149 Heddon St, London W1B 4JD, United Kingdom",L177,Retail
117537442545611831024,Halfords,,51.483816,-0.068076,London,"Unit 2B, Cantium Retail Park, 520 Old Kent Rd, London SE1 5BA, United Kingdom",L71,Retail
116172756019137274621,Channel Cars,,51.472128,-0.122028,London,"13 Stockwell Rd, London SW9 9AU, United Kingdom",L27,Service
104910553353945202264,Embassy of Israel,,51.502845,-0.189149,London,"2 Palace Green, London W8 4QB, United Kingdom",L134,Other
112395442856440980513,Fifth Dimension Tattoo & Piercing,,51.52399,-0.071932,London,"16 Bacon St, London E1 6LF, United Kingdom",L223,Retail
102800304244099342289,Mr Topper's,,51.513556,-0.13012,London,"10-11 Moor St, London Chinatown, London W1D 5NF, United Kingdom",L178,Service
104658348066056608001,Sayer Chiropractic Back and Neck Pain Clinics - Central London W1,,51.516324,-0.145859,London,"Suite 21, Harcourt House, 19 Cavendish Square, London W1G 0PL, United Kingdom",L196,Service
112994133107868301769,Marks and Spencer,2.0,51.513213,-0.12433,London,"107-115 Long Acre, London WC2E 9NT, United Kingdom",L179,Retail
115676302467447404771,The Royal Oak,,51.494243,-0.132439,London,"2 Regency St, London SW1P 4BZ, United Kingdom",L102,Bar
102401401678124777298,Hotel Chocolat,3.0,51.518818,-0.088153,London,"Moorgate Hall, 143-171 Moorgate, London EC2M 6XB, United Kingdom",L202,Retail
110066742952276515641,Biz Lounge,,51.495313,-0.183117,London,"116 Gloucester Rd, London SW7 4SD, United Kingdom",L96,Cafe
107624731839088936491,VIP Bus Party & Coach Hire,,51.518876,-0.141823,London,"36 Langham St, London W1W 7AP, United Kingdom",L196,Other
116817448516477747869,J Moriyama,,51.512585,-0.093615,London,"70 Queen Victoria St, London EC4N 4SJ, United Kingdom",L182,Service
110474220658325972787,The Engineer,2.0,51.540077,-0.150811,London,"65 Gloucester Ave, London NW1 8JH, United Kingdom",L290,Bar
100859909807969431131,Cherry Court Hotel,,51.492525,-0.145116,London,"23 Hugh St, London SW1V 1QJ, United Kingdom",L101,Accommodation
105155535416880264149,Enterprise Studios,,51.515576,-0.129221,London,"1 Denmark St, London WC2H 8NL, United Kingdom",L197,Other
101576394063758140123,Soho Print,,51.513444,-0.075949,London,"77 Beak St, London W1F 9ST, United Kingdom",L184,Other
106018354638714692869,Gino Hairdressing,,51.524762,-0.125464,London,"43-45 Marchmont St, London WC1N 1AP, United Kingdom",L236,Service
103961167236036659145,Baker Tilly,,51.515704,-0.104021,London,"25 Farringdon St, London EC4A 4AB, United Kingdom",L200,Other
105592345364193733554,Crussh,,51.514006,-0.13503,London,"14 Broadwick St, London W1F 8HR, United Kingdom",L178,Restaurant
101222111970032450108,Camden Piercing & Tattoo,,51.541167,-0.144235,London,"236A Camden High St, London NW1 8QS, United Kingdom",L291,Retail
104719373675706467669,The Hoop & Grapes,,51.514326,-0.074192,London,"47 Aldgate High St, London EC3N 1AL, United Kingdom",L184,Bar
112964152565878687049,La Cage Imaginaire,2.0,51.556642,-0.17713,London,"16 Flask Walk, Belsize Park, London NW3 1HE, United Kingdom",L344,Restaurant
113706467048250315359,Mobile Ease,,51.517608,-0.079547,London,"Longcroft House, 2-8 Victoria Ave, London EC2M 4NS, United Kingdom",L203,Retail
112148317587064747831,Troxy,,51.512866,-0.044011,London,"490 Commercial Rd, London E1 0HX, United Kingdom",L188,Bar
112773379161283511695,Cicchetti,,51.509485,-0.135171,London,"215 Piccadilly, London W1J 9HL, United Kingdom",L159,Restaurant
102199496622040735968,McKanna Meats Ltd,,51.520382,-0.117334,London,"21 Theobalds Rd, London WC1X 8SL, United Kingdom",L218,Retail
108722946547047793470,Zacks Eye Clinic,,51.523582,-0.141722,London,"30c Warren St, London W1T 5NF, United Kingdom",L215,Health
108366574689171689517,Area Club,,51.487253,-0.123136,London,"67 Albert Embankment, London SE1 7TP, United Kingdom",L84,Bar
111636776771337501729,Tesco Metro-Tesco PLC,1.0,51.504406,-0.081552,London,"125, Southwark, Tooley St, London SE1 2RS, United Kingdom",L146,Wholesale
101742066604003003518,Pets Naturally,,51.514557,-0.195053,London,"26 Chepstow Pl, London W2 4XE, United Kingdom",L171,Other
101965769206527249634,Papillon Pizza,,51.534765,-0.057636,London,"5 Mare St, London E8 4RP, United Kingdom",L281,Cafe
101164396937737593116,Latchmere Leisure Centre,,51.470986,-0.164249,London,"Battersea Park Rd, London SW11 5AD, United Kingdom",L3,Service
112332106852124012929,Move Out Cleaning London,,51.497243,-0.109114,London,"London, United Kingdom",L124,Service
110423793033456152502,Il Pagliaccio,,51.470618,-0.191278,London,"184 Wandsworth Bridge Rd, London SW6 2UF, United Kingdom",L0,Restaurant
112886480636789484413,House of Fraser,2.0,51.515019,-0.14626,London,"318 Oxford St, London, W1C 1HF, United Kingdom",L176,Retail
113517423603461568976,Wagamama,2.0,51.507294,-0.092458,London,"1 Clink St, London SE1 9BU, United Kingdom",L163,Restaurant
103316172305573641980,Moss Bros,2.0,51.514816,-0.144792,London,"299 Oxford St, London W1C 2DZ, United Kingdom",L177,Retail
116214810519607135030,Natural History Museum Ice Rink,,51.496013,-0.17443,London,"Natural History Museum, Cromwell Rd, London SW7 5BD, United Kingdom",L116,Other
114202963766290218258,Tabernacle Bookshop,,51.494059,-0.100854,London,"Metropolitan Tabernacle, Elephant and Castle, London SE1 6SD, United Kingdom",L106,Retail
104914178616522241427,Eight Members Club,,51.513131,-0.087115,London,"1 Change Alley, London EC3V 3ND, United Kingdom",L183,Bar
109987447206527462109,Warren Evans Beds - Shoreditch,,51.529521,-0.069839,London,"7A Ezra St, London E2 7RH, United Kingdom",L242,Retail
109631953333964963918,Alps Restaurant,,51.520931,-0.116043,London,"42 Theobalds Rd, London WC1X 8NW, United Kingdom",L218,Restaurant
105161598328632995644,Columbia Hotel,,51.511436,-0.179786,London,"95-99 Lancaster Gate, London W2 3NS, United Kingdom",L173,Accommodation
112259806090566461224,Crestons,,51.531391,-0.121107,London,"13 Caledonian Rd, London N1 9DX, United Kingdom",L255,Other
104348719559043081845,Bistro 1,2.0,51.512985,-0.130988,London,"27 Frith St, London W1D 5LE, United Kingdom",L178,Restaurant
109469589306862603760,Iznik,1.0,51.55402,-0.098377,London,"19 Highbury Park, London N5 1QJ, United Kingdom",L353,Restaurant
117700857726750833532,Cos,2.0,51.500861,-0.194313,London,"126 Kensington High St, London W8 7RL, United Kingdom",L133,Retail
112042364804274153426,Wasabi,,51.530987,-0.122995,London,United Kingdom,L255,Other
115036933849663351857,Bubbleology - The Bubble Tea Specialists,,51.51196,-0.133608,London,"49 Rupert St, London W1D 7PF, United Kingdom",L178,Cafe
111309295619012213821,Ridgway,,51.488314,-0.09566,London,"253 Walworth Rd, London SE17 1RL, United Kingdom",L87,Health
103341173765447961640,The Battersea Coffee House,,51.47497,-0.14667,London,"London SW8 4LP, United Kingdom",L24,Cafe
107880107054576161538,Lovejoys,,51.513731,-0.129605,London,"99A Charing Cross Rd, Leicester Square, London WC2H 0DP, United Kingdom",L178,Retail
112559110521392734516,Origins,,51.514314,-0.152562,London,"Selfridges, 400 Oxford St, London W1A 1AB, United Kingdom",L176,Service
103486639732711238255,EGG,,51.541812,-0.125265,London,"200 York Way, London N7 9AX, United Kingdom",L293,Bar
115610835778528531927,Rodic Davidson Architects,,51.517884,-0.111526,London,"1 Pied Bull Yard, London WC1A 2JR, United Kingdom",L199,Other
109274236070221815452,The Legends Barber Shop,,51.520041,-0.117821,London,"London, London,Holborn, Greater London WC1R 4RH, United Kingdom",L218,Bar
117287036680671484843,The Lauriston,,51.537943,-0.045093,London,"162 Victoria Park Rd, London E9 7JN, United Kingdom",L283,Bar
106351559355919708027,Belgrave Square Garden,,51.499473,-0.153744,London,"London, United Kingdom",L119,Outdoors
111533718378545699120,University College Hospital Macmillan Cancer Centre,,51.523387,-0.135296,London,"Huntley St, London WC1E 6AG, United Kingdom",L216,Health
112252998126870908554,Bloomsbury Square Car Park,,51.518783,-0.123409,London,"Bloomsbury Square, London WC1A 2RJ, United Kingdom",L198,Outdoors
106956358518135561684,Harley Street Dental Studio,,51.519048,-0.14686,London,"52 Harley St, London W1G 9PY, United Kingdom",L195,Health
113804806849413870075,London Hackspace,,51.532144,-0.060762,London,"447 Hackney Rd, London E2 9DY, United Kingdom",L262,Other
101016143288403350155,Ye Olde Cheshire Cheese,,51.51434,-0.107189,London,"145 Fleet St, London EC4A 2BU, United Kingdom",L181,Bar
113309824203860568821,Greek Affair,,51.508633,-0.197688,London,"1 Hillgate St, Notting HIll Gate, London W8 7SP, United Kingdom",L152,Restaurant
114941349179349500088,100 Hoxton Restaurant,2.0,51.531037,-0.080072,London,"100-102 Hoxton St, Shoreditch, London N1 6SG, United Kingdom",L260,Restaurant
104187779042779567484,the bar,,51.514341,-0.139396,London,"19-21 Great Marlborough St, London W1F 7HL, United Kingdom",L177,Bar
118418267907084846116,Hermits Cave,,51.473853,-0.090648,London,"28 Camberwell Church St, Greater London SE5 8QU, United Kingdom",L31,Bar
105661255370613675121,Pack Shot Factory,,51.516962,-0.125355,London,"41 New Oxford St, London WC1A 1BN, United Kingdom",L198,Other
100667192493528695794,KUSADASI RESTAURANT OCAKBASI MEZE&BAR,,51.556388,-0.138894,London,"151 Fortess Rd, London NW5 2HR, United Kingdom",L348,Restaurant
103200011059059815123,The Westbourne,2.0,51.519472,-0.194775,London,"101 Westbourne Park Villas, London W2 5ED, United Kingdom",L190,Bar
115683772180214694449,"Bulgari Hotel & Residences, London",,51.501569,-0.162788,London,"171 Knightsbridge, London SW7 1DW, United Kingdom",L137,Accommodation
117642153780993188373,Wagamama,2.0,51.534248,-0.106212,London,"N1 Centre, 40 Parkfield St, London N1 0PS, United Kingdom",L257,Restaurant
104698941388952654212,"Hush Brasserie, St Paul's",2.0,51.513687,-0.100898,London,"1, Ludgate Hill, London EC4M 7AA, United Kingdom",L182,Restaurant
113573341907655794005,Happy Finish,,51.530577,-0.076289,London,"Unit 36, Cremer Street Business Centre, 37 Cremer St, City of London, United Kingdom E2 8HD, United Kingdom",L260,Other
110102629105623862593,Fitness First Angel,,51.531461,-0.103251,London,"361-373 City Rd, London EC1V 1LR, United Kingdom",L257,Service
114286314915281107001,Bedford Hotel,,51.520761,-0.123509,London,"83- 93, Southampton Row, London WC1B 4HD, United Kingdom",L217,Accommodation
114558409824590907291,Trafalgar Studios,,51.506595,-0.12748,London,"14 Whitehall, London SW1A 2DY, United Kingdom",L160,Cultural
114589801789844108330,Golden Square,,51.511362,-0.137472,London,"Golden Square, London W1R 3AD, United Kingdom",L177,Outdoors
107941216098040965034,Nando's,2.0,51.512159,-0.093383,London,"Level 1, One New Change, Cheapside, London EC4M 9AF, United Kingdom",L182,Restaurant
101814867899777246447,London Residential,,51.536944,-0.145854,London,"103 Parkway, London NW1 7PP, United Kingdom",L272,Other
104810460486109185756,Millennium Residential,,51.55452,-0.191932,London,"517 Finchley Rd, London NW3 7BB, United Kingdom",L342,Other
103841528041312140892,Ince & Co,,51.507314,-0.073718,London,"International House, 1 St Katharines Way, London E1W 1AY, United Kingdom",L166,Other
111424403663370147048,Caledonian Cafe,,51.550579,-0.117823,London,"488 Caledonian Rd, London N7 9RP, United Kingdom",L332,Cafe
107442903257936356772,O Tino,,51.536038,-0.13941,London,"1 Plender St, London NW1 0JS, United Kingdom",L272,Cafe
100802438788433123750,Mudmee,,51.518221,-0.077237,London,"12A Artillery Ln, London E1 7LJ, United Kingdom",L203,Restaurant
102267420273608761442,Swatch,,51.518261,-0.083411,London,"Liverpool Street Station, Liverpool St, London EC2M 7QA, United Kingdom",L202,Retail
105279340801835548684,Chairs & Coffee,,51.479785,-0.199012,London,"512 Fulham Rd, London SW6 5NJ, United Kingdom",L38,Cafe
103537950599525819309,Konditor & Cook,2.0,51.519636,-0.111996,London,"London WC1X 8LR, United Kingdom",L199,Cafe
100726972315066413150,Japan Centre,,51.5089,-0.133914,London,"14-16 Regent St, London SW1Y 4PH, United Kingdom",L159,Retail
111749567984761134640,Hookah Lounge Ltd,,51.523704,-0.071676,London,"133 Brick Ln, London E1 6SB, United Kingdom",L223,Bar
107142825536006449707,The Sutton Arms,,51.5207,-0.098196,London,"6 Carthusian St, London EC1M 6EB, United Kingdom",L220,Bar
117840700924021326726,Lilly's Nails,,51.488665,-0.095851,London,"215 Walworth Rd, London SE17 1RL, United Kingdom",L87,Service
116279977209657913917,Kensington Dental Spa,,51.502289,-0.188194,London,"21 Kensington High St, London W8 5NP, United Kingdom",L134,Health
107310785229445566679,HEADMASTERS,,51.480215,-0.196934,London,"12-14 Fulham Broadway, London SW6 1AA, United Kingdom",L38,Service
101943803025495159796,Passion Hair,,51.534511,-0.167509,London,"53B Allitsen Rd, London NW8 7DE, United Kingdom",L269,Service
100790961877825039670,Travel Center UK,,51.519004,-0.139436,London,"38 Riding House St, London W1W 7ES, United Kingdom",L196,Other
109577848275907824842,Waterstones Booksellers Ltd,2.0,51.514004,-0.151983,London,"421 Oxford St, London W1C 2PQ, United Kingdom",L176,Retail
116168825520177524770,International Students House,,51.5237,-0.144362,London,"229 Great Portland St, London W1W 5PN, United Kingdom",L215,Service
118044996991303721652,The Gallery Cafe,,51.529874,-0.05447,London,"St. Margarets House Settlement, 21 Old Ford Rd, Bethnal Green, London E2 9PL, United Kingdom",L263,Cafe
111195337515364338791,Blue Jade,,51.491576,-0.146538,London,"44 Hugh St, Victoria, London, SW1V 4EP, United Kingdom",L100,Restaurant
102286444804123765918,Nando's,2.0,51.492594,-0.19387,London,"204 Earls Court Road W.8, London SW5 9QF, United Kingdom",L95,Restaurant
106952030404824495698,The Hoop & Grapes,,51.515439,-0.104827,London,"80 Farringdon St, London EC4A 4BL, United Kingdom",L200,Bar
117033142510032109028,Pop Bar,,51.505452,-0.150491,London,"London Hilton on Park Lane Hotel, 22 Park Ln, London W1K 1BE, United Kingdom",L138,Bar
106518546774509858028,Ede & Ravenscroft,,51.510026,-0.140425,London,"8 Burlington Gardens, London W1S 3ET, United Kingdom",L158,Service
111766500771178760525,Paul Edmonds,,51.497294,-0.167704,London,"217 Brompton Rd, London SW3 2EJ, United Kingdom",L117,Service
108650514661963862975,Temple Church,,51.513264,-0.110265,London,"Temple, London EC4Y 7BB, United Kingdom",L180,Outdoors
103180980530840068472,Orrery,3.0,51.522167,-0.151401,London,"55 Marylebone High St, London W1U 5RB, United Kingdom",L214,Restaurant
108217282915607565880,Boots,,51.494635,-0.182991,London,"128 Gloucester Rd, London, Middlesex SW7 4SF, United Kingdom",L96,Health
117425879104324465783,Rays Jazz At Foyles,,51.514679,-0.129957,London,"113-119 Charing Cross Rd, London WC2H 0EB, United Kingdom",L178,Retail
111344334258658313704,Metropolitan Hotel London,,51.505003,-0.150018,London,"19 Old Park Ln, London, W1K 1LB, United Kingdom",L138,Accommodation
103593732289558181492,The Dining Plaice,,51.513741,-0.13491,London,"20 Berwick St, London W1F 0PY, United Kingdom",L178,Restaurant
108365956738232492040,Geo F Trumper,,51.506997,-0.146498,London,"The Mayfair Shop, 9 Curzon St, London W1J 5HQ, United Kingdom",L157,Bar
117595502531716903996,5b Urban Bar,,51.511323,-0.029736,London,"27 Three Colt St, London E14 8HH, United Kingdom",L189,Bar
109083006991449852195,Addis Restaurant,,51.532024,-0.120442,London,"40-42 Caledonian Rd, London N1 9DT, United Kingdom",L255,Restaurant
101871942720604040895,Pompidou,,51.508217,-0.123829,London,"35-37 Villiers St, Charing Cross, London WC2N 6ND, United Kingdom",L160,Bar
102260307874827783794,The Hub,,51.537318,-0.142012,London,"125-133 Camden High St, London NW1 7JR, United Kingdom",L272,Wholesale
104109604859743908064,Art Of Tapas,,51.491999,-0.138785,London,"16 Churton St, London, UK SW1V 2LL, United Kingdom",L101,Cafe
114240097785674449602,Stafford House School of English London,,51.518263,-0.121858,London,"2 Southampton Pl, London WC1A 2DA, United Kingdom",L198,Education
103139258040854036516,La Perla,,51.510582,-0.123622,London,"28 Maiden Ln, Covent Garden, London WC2E 7JS, United Kingdom",L179,Restaurant
108143715210422386381,Thistle City Barbican Hotel,,51.527293,-0.096394,London,"Central St, Clerkenwell, London EC1V 8DS, United Kingdom",L239,Accommodation
110265297109179797958,Juniper Dining,2.0,51.557795,-0.098306,London,"100 Highbury Park, London N5 2XE, United Kingdom",L353,Restaurant
113280111690423885336,Krispy Kreme,1.0,51.514232,-0.149374,London,"The Food Hall, Selfridges, 400 Oxford St, London W1A 1AB, United Kingdom",L176,Cafe
112049789448339903302,Novotel London Waterloo Hotel,,51.494768,-0.118681,London,"113 Lambeth Rd, London SE1 7LS, United Kingdom",L104,Accommodation
111555933542729393242,Miller Harris,3.0,51.514463,-0.126985,London,"14 Monmouth St, London WC2H 9HB, United Kingdom",L179,Retail
101639649565719660900,The Japanese Canteen,,51.517985,-0.117368,London,"83 High Holborn, London WC1V 6LS, United Kingdom",L199,Restaurant
100470017222584723635,Haus of Hair,,51.491563,-0.11858,London,"63 Black Prince Rd, London SE11 6AB, United Kingdom",L104,Service
104224818376989757861,Underbelly,,51.518324,-0.140063,London,"5 Bywell Pl, London W1T 3DN, United Kingdom",L196,Other
114432687697972028174,Tiffany & Co.,,51.514672,-0.1528,London,"Selfridges, 400 Oxford St, London W1A 1AB, United Kingdom",L176,Retail
103367833049342722873,The Japanese Canteen,,51.512759,-0.093045,London,"61 Watling St, London EC4M 9DD, United Kingdom",L182,Restaurant
108844425867455276648,Partridges,,51.491282,-0.159037,London,"2-5, Duke Of York Square, London SW3 4LY, United Kingdom",L99,Cafe
103750644088057956433,Pizza At Home,,51.487628,-0.195508,London,"350 Old Brompton Rd, London SW5 9JU, United Kingdom",L76,Cafe
106418785871093699850,BLOOMSBURY FILMS,,51.52569,-0.125115,London,"1st floor, 50 Tavistock Pl, London WC1H 9RG, United Kingdom",L236,Other
114736625894378104782,Mr. Cappuccino,,51.498363,-0.061514,London,"190 Jamaica Rd, London SE16 4RT, United Kingdom",L129,Cafe
100799836211649778117,sk:n clinics,,51.518508,-0.119494,London,"Unit 3A, 25 Procter St, London WC1V 6DW, United Kingdom",L198,Service
103452328283356036086,WHSmith,2.0,51.500899,-0.126093,London,"Westminster Underground Stn, Bridge Street, London SW1A 2JR, United Kingdom",L141,Retail
102218853435120424605,Pavilion Hotel London,,51.517497,-0.168773,London,"34-36 Sussex Gardens, London W2 1UL, United Kingdom",L193,Accommodation
113641214408097833792,Pret A Manger,2.0,51.507826,-0.140132,London,"163 Piccadilly, London W1J 9ED, United Kingdom",L158,Cafe
116714420899611834552,St Peters Pharmacy,,51.534713,-0.098481,London,"London N1 8JR, United Kingdom",L277,Health
107014527331017597208,Pizza Hut,1.0,51.513219,-0.128906,London,"Gloucester Mansions, 140 Shaftesbury Ave, London WC2H 8HD, United Kingdom",L178,Restaurant
